Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1837,0.2023,Glycoprotein Acetyls
Albumin,0.1405,0.1240,Albumin
XL-HDL-FC%,0.1117,0.1096,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0568,0.0651,Acetoacetate
His,0.0338,0.0348,Histidine
Lactate,0.0212,0.0314,Lactate
L-LDL-CE%,0.0293,0.0276,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-FC%,0.0275,0.0274,Free Cholesterol to Total-Lipids in IDL percentage
Pyruvate,0.0170,0.0259,Pyruvate
Glu,0.0358,0.0241,Glucose
Leu,0.0320,0.0239,Leucine
L-VLDL-FC%,0.0238,0.0211,Free Cholesterol to Total-Lipids in Large VLDL percentage
Tyr,0.0162,0.0183,Tyrosine
Acetate,0.0210,0.0175,Acetate
3-Hydroxybutyrate,0.0135,0.0175,3-Hydroxybutyrate
Citrate,0.0182,0.0173,Citrate
Creatinine,0.0120,0.0152,Creatinine
Glu-lactate,0.0147,0.0146,Glucose-lactate
Omega-3%,0.0237,0.0136,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0167,0.0135,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0125,0.0134,Valine
S-LDL-PL%,0.0108,0.0126,Phospholipids to Total-Lipids in Small LDL percentage
Phe,0.0055,0.0118,Phenylalanine
L-HDL-L,0.0112,0.0109,Total-Lipids in Large HDL
Gly,0.0098,0.0101,Glycine
LDL-size,0.0103,0.0094,Average Diameter for LDL Particles
M-LDL-PL%,0.0072,0.0078,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0050,0.0068,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0055,0.0066,Spectrometer-corrected alanine
Gln,0.0063,0.0066,Glutamine
L-LDL-PL%,0.0080,0.0059,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,0.0052,0.0050,Degree of Unsaturation
XL-VLDL-PL%,0.0040,0.0047,Phospholipids to Total-Lipids in Very Large VLDL percentage
Ile,0.0040,0.0047,Isoleucine
L-HDL-PL%,0.0067,0.0043,Phospholipids to Total-Lipids in Large HDL percentage
SFA%,0.0057,0.0042,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0048,0.0037,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,0.0067,0.0035,Docosahexaenoic Acid
L-HDL-TG,0.0040,0.0034,Triglycerides in Large HDL
Acetone,0.0027,0.0033,Acetone
S-HDL-FC%,0.0033,0.0031,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-CE%,0.0022,0.0027,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0017,0.0026,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-C%,0.0012,0.0016,Cholesterol to Total-Lipids in Small LDL percentage
LA%,0.0005,0.0014,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0013,0.0013,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0023,0.0012,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-C%,0.0012,0.0010,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.0007,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0002,0.0005,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Ala,0.0003,0.0005,Alanine
IDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in IDL percentage
Omega-6,0.0002,0.0001,Omega-6 Fatty Acids
