Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Omega-3,0.0882,0.0568,Omega-3 Fatty Acids
Acetone,0.0805,0.0484,Acetone
Albumin,0.0315,0.0438,Albumin
LA%,0.0388,0.0434,Linoleic Acid to Total-Fatty Acids percentage
His,0.0538,0.0430,Histidine
Pyruvate,0.0367,0.0362,Pyruvate
Acetoacetate,0.0388,0.0346,Acetoacetate
L-LDL-CE%,0.0127,0.0327,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gly,0.0267,0.0325,Glycine
Lactate,0.0360,0.0324,Lactate
Tyr,0.0245,0.0289,Tyrosine
L-LDL-PL%,0.0233,0.0277,Phospholipids to Total-Lipids in Large LDL percentage
Glu-lactate,0.0235,0.0258,Glucose-lactate
Citrate,0.0355,0.0250,Citrate
Unsaturation,0.0157,0.0242,Degree of Unsaturation
IDL-FC%,0.0257,0.0219,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-CE%,0.0282,0.0197,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
3-Hydroxybutyrate,0.0202,0.0163,3-Hydroxybutyrate
Glu,0.0103,0.0163,Glucose
Acetate,0.0092,0.0152,Acetate
IDL-CE%,0.0112,0.0149,Cholesteryl Esters to Total-Lipids in IDL percentage
DHA,0.0085,0.0146,Docosahexaenoic Acid
XS-VLDL-FC%,0.0168,0.0142,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,0.0222,0.0140,Triglycerides to Total-Lipids in Medium HDL percentage
Phe,0.0102,0.0138,Phenylalanine
Ala,0.0092,0.0138,Alanine
XXL-VLDL-TG%,0.0130,0.0126,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0123,0.0123,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-PL%,0.0118,0.0118,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,0.0085,0.0118,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6,0.0062,0.0115,Omega-6 Fatty Acids
MUFA%,0.0062,0.0114,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0130,0.0110,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,0.0077,0.0110,Creatinine
Sc-ala,0.0095,0.0110,Spectrometer-corrected alanine
GlycA,0.0117,0.0106,Glycoprotein Acetyls
PUFA%,0.0047,0.0102,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0072,0.0101,Phospholipids to Total-Lipids in IDL percentage
DHA%,0.0077,0.0095,Docosahexaenoic Acid to Total-Fatty Acids percentage
Ile,0.0088,0.0094,Isoleucine
Omega-6/Omega-3,0.0048,0.0083,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,0.0068,0.0083,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C,0.0095,0.0070,Cholesterol in Very Large HDL
LDL-size,0.0042,0.0070,Average Diameter for LDL Particles
