Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0440,0.0558,Cholesteryl Esters to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0477,0.0553,3-Hydroxybutyrate
LA%,0.0710,0.0549,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0465,0.0510,Glucose
IDL-PL%,0.0558,0.0508,Phospholipids to Total-Lipids in IDL percentage
L-LDL-PL%,0.0632,0.0486,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0387,0.0473,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0513,0.0460,Histidine
Lactate,0.0342,0.0432,Lactate
L-LDL-TG%,0.0433,0.0404,Triglycerides to Total-Lipids in Large LDL percentage
Sc-ala,0.0195,0.0352,Spectrometer-corrected alanine
Acetone,0.0248,0.0330,Acetone
XS-VLDL-PL%,0.0285,0.0329,Phospholipids to Total-Lipids in Very Small VLDL percentage
Val,0.0308,0.0279,Valine
Creatinine,0.0292,0.0271,Creatinine
Unsaturation,0.0188,0.0244,Degree of Unsaturation
Pyruvate,0.0170,0.0216,Pyruvate
Omega-3,0.0327,0.0209,Omega-3 Fatty Acids
Tyr,0.0180,0.0197,Tyrosine
GlycA,0.0197,0.0179,Glycoprotein Acetyls
Albumin,0.0223,0.0168,Albumin
XXL-VLDL-FC%,0.0178,0.0155,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0073,0.0151,Acetoacetate
Phe,0.0255,0.0148,Phenylalanine
M-LDL-PL%,0.0093,0.0139,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-size,0.0105,0.0137,Average Diameter for LDL Particles
PUFA%,0.0150,0.0134,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0183,0.0133,Acetate
Gln,0.0145,0.0125,Glutamine
Gly,0.0067,0.0117,Glycine
Ala,0.0130,0.0111,Alanine
Omega-6%,0.0132,0.0095,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0095,0.0090,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-TG%,0.0090,0.0085,Triglycerides to Total-Lipids in Large HDL percentage
Citrate,0.0065,0.0065,Citrate
HDL-C,0.0065,0.0061,HDL Cholesterol
M-LDL-C%,0.0057,0.0060,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-FC%,0.0070,0.0054,Free Cholesterol to Total-Lipids in Medium HDL percentage
Glu-lactate,0.0080,0.0054,Glucose-lactate
Omega-3%,0.0088,0.0048,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ile,0.0033,0.0046,Isoleucine
XS-VLDL-TG%,0.0048,0.0035,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE%,0.0023,0.0033,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
SFA%,0.0025,0.0032,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0030,0.0029,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,0.0022,0.0027,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-C%,0.0020,0.0026,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,0.0018,0.0025,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-FC%,0.0017,0.0022,Free Cholesterol to Total-Lipids in IDL percentage
Leu,0.0027,0.0020,Leucine
L-LDL-CE%,0.0017,0.0018,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,0.0022,0.0014,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Large HDL percentage
