Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0828,0.0783,Cholesterol to Total-Lipids in Large LDL percentage
Tyr,0.0773,0.0529,Tyrosine
Sc-ala,0.0485,0.0487,Spectrometer-corrected alanine
Acetate,0.0528,0.0431,Acetate
Gly,0.0360,0.0419,Glycine
LA%,0.0445,0.0413,Linoleic Acid to Total-Fatty Acids percentage
Gln,0.0442,0.0410,Glutamine
Albumin,0.0518,0.0355,Albumin
Glu,0.0223,0.0295,Glucose
M-LDL-C%,0.0158,0.0276,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0162,0.0246,Glycoprotein Acetyls
Ala,0.0172,0.0240,Alanine
IDL-CE%,0.0325,0.0231,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0100,0.0213,Free Cholesterol to Total-Lipids in IDL percentage
Citrate,0.0082,0.0200,Citrate
IDL-PL%,0.0245,0.0192,Phospholipids to Total-Lipids in IDL percentage
Unsaturation,0.0128,0.0191,Degree of Unsaturation
Phe,0.0188,0.0186,Phenylalanine
DHA,0.0177,0.0181,Docosahexaenoic Acid
Pyruvate,0.0170,0.0181,Pyruvate
Acetoacetate,0.0163,0.0180,Acetoacetate
3-Hydroxybutyrate,0.0152,0.0164,3-Hydroxybutyrate
MUFA%,0.0123,0.0154,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0053,0.0146,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,0.0165,0.0139,Creatinine
Omega-6/Omega-3,0.0148,0.0136,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu-lactate,0.0098,0.0136,Glucose-lactate
Omega-3%,0.0142,0.0133,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0120,0.0133,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Lactate,0.0050,0.0125,Lactate
XXL-VLDL-CE%,0.0153,0.0107,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC,0.0158,0.0107,Free Cholesterol in Very Large HDL
L-LDL-TG%,0.0132,0.0107,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0123,0.0102,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LDL-size,0.0097,0.0091,Average Diameter for LDL Particles
M-LDL-FC%,0.0028,0.0089,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG,0.0072,0.0087,Triglycerides in Large HDL
XL-VLDL-PL%,0.0120,0.0087,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,0.0085,0.0085,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0063,0.0082,Acetone
L-VLDL-FC%,0.0057,0.0067,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0092,0.0067,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,0.0088,0.0062,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0070,0.0059,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0042,0.0052,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,0.0050,0.0049,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,0.0040,0.0048,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-CE,0.0043,0.0048,Cholesteryl Esters in Small LDL
S-LDL-C%,0.0050,0.0045,Cholesterol to Total-Lipids in Small LDL percentage
SFA%,0.0072,0.0045,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0013,0.0044,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0053,0.0044,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,0.0058,0.0037,Free Cholesterol in Chylomicrons and Extremely Large VLDL
IDL-P,0.0047,0.0035,Concentration of IDL Particles
XL-HDL-C,0.0047,0.0035,Cholesterol in Very Large HDL
