Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,"0.040 [0.016,0.064]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,"0.022 [-0.004,0.049]",1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"0.014 [-0.011,0.039]",1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,"0.010 [-0.015,0.035]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,"0.000 [-0.029,0.030]",1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
Total-PL,"-0.063 [-0.087,-0.039]",0.039,*,Total-Phospholipids in Lipoprotein Particles
ApoB,"-0.063 [-0.087,-0.040]",0.031,*,Apolipoprotein B
M-LDL-P,"-0.064 [-0.087,-0.040]",0.030,*,Concentration of Medium LDL Particles
Remnant-C,"-0.064 [-0.088,-0.041]",0.017,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-CE,"-0.064 [-0.088,-0.041]",0.016,*,Cholesteryl Esters in Small LDL
SM,"-0.065 [-0.090,-0.040]",0.048,*,Sphingomyelins
IDL-P,"-0.065 [-0.090,-0.041]",0.045,*,Concentration of IDL Particles
IDL-L,"-0.065 [-0.089,-0.041]",0.018,*,Total-Lipids in IDL
IDL-FC,"-0.066 [-0.090,-0.042]",0.022,*,Free Cholesterol in IDL
Total-L,"-0.066 [-0.089,-0.044]",0.003,**,Total-Lipids in Lipoprotein Particles
S-LDL-PL,"-0.066 [-0.090,-0.043]",0.009,**,Phospholipids in Small LDL
S-LDL-L,"-0.067 [-0.090,-0.043]",0.005,**,Total-Lipids in Small LDL
M-LDL-PL,"-0.067 [-0.091,-0.044]",0.006,**,Phospholipids in Medium LDL
IDL-C,"-0.067 [-0.091,-0.043]",0.008,**,Cholesterol in IDL
S-LDL-C,"-0.068 [-0.091,-0.044]",0.004,**,Cholesterol in Small LDL
IDL-CE,"-0.068 [-0.092,-0.044]",0.008,**,Cholesteryl Esters in IDL
S-LDL-FC,"-0.068 [-0.092,-0.044]",0.004,**,Free Cholesterol in Small LDL
Non-HDL-C,"-0.069 [-0.092,-0.045]",0.001,**,Total-Cholesterol Minus HDL-C
M-LDL-FC,"-0.069 [-0.092,-0.045]",0.002,**,Free Cholesterol in Medium LDL
Total-FC,"-0.069 [-0.092,-0.045]",0.002,**,Total-Free Cholesterol
L-LDL-L,"-0.069 [-0.092,-0.046]",0.001,**,Total-Lipids in Large LDL
L-LDL-CE,"-0.069 [-0.092,-0.046]",0.002,**,Cholesteryl Esters in Large LDL
L-LDL-PL,"-0.069 [-0.093,-0.046]",0.002,**,Phospholipids in Large LDL
L-LDL-C,"-0.069 [-0.093,-0.046]",0.001,**,Cholesterol in Large LDL
M-LDL-L,"-0.069 [-0.093,-0.046]",0.001,**,Total-Lipids in Medium LDL
L-LDL-FC,"-0.069 [-0.093,-0.046]",0.002,**,Free Cholesterol in Large LDL
LDL-FC,"-0.070 [-0.093,-0.046]",0.001,**,Free Cholesterol in LDL
LDL-PL,"-0.070 [-0.093,-0.046]",0.001,**,Phospholipids in LDL
LDL-L,"-0.070 [-0.093,-0.047]",7.373e-04,***,Total-Lipids in LDL
M-LDL-CE,"-0.070 [-0.093,-0.046]",0.001,**,Cholesteryl Esters in Medium LDL
LDL-CE,"-0.070 [-0.093,-0.047]",7.088e-04,***,Cholesteryl Esters in LDL
Clinical LDL-C,"-0.070 [-0.093,-0.047]",5.466e-04,***,Clinical LDL Cholesterol
LDL-C,"-0.070 [-0.094,-0.047]",5.136e-04,***,LDL Cholesterol
Total-C,"-0.071 [-0.094,-0.047]",5.318e-04,***,Total-Cholesterol
M-LDL-C,"-0.071 [-0.094,-0.047]",6.540e-04,***,Cholesterol in Medium LDL
Total-CE,"-0.071 [-0.094,-0.048]",4.784e-04,***,Total-Esterified Cholesterol
