Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"12.023 [1.145,22.902]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,"6.478 [-4.048,17.004]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,"4.977 [-5.881,15.835]",1.000,,Apolipoprotein B
Val,"2.004 [-9.394,13.401]",1.000,,Valine
Total-BCAA,"0.781 [-10.461,12.024]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3,"-0.136 [-11.118,10.846]",1.000,,Omega-3 Fatty Acids
Total-FA,"-6.427 [-16.905,4.051]",1.000,,Total-Fatty Acids
MUFA,"-7.817 [-18.335,2.701]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-8.825 [-19.641,1.992]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,"-9.799 [-20.185,0.586]",1.000,,Saturated Fatty Acids
