Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"25.566 [-7.277,58.408]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"24.765 [-6.892,56.422]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,"10.707 [-22.018,43.432]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
His,"10.439 [-20.935,41.813]",1.000,,Histidine
Val,"1.152 [-33.128,35.433]",1.000,,Valine
M-LDL-TG%,"-4.608 [-37.142,27.927]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,"-4.681 [-37.397,28.035]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-12.040 [-44.499,20.420]",1.000,,Total-Cholesterol Minus HDL-C
Total-C,"-13.044 [-45.854,19.766]",1.000,,Total-Cholesterol
LDL-C,"-17.037 [-49.300,15.227]",1.000,,LDL Cholesterol
