Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"14.922 [6.996,22.847]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"11.350 [3.439,19.261]",1.000,,Apolipoprotein B
Clinical LDL-C,"9.311 [1.453,17.169]",1.000,,Clinical LDL Cholesterol
M-LDL-FC%,"8.095 [0.424,15.766]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,"7.808 [-0.009,15.626]",1.000,,LDL Cholesterol
Omega-3,"-1.849 [-9.853,6.155]",1.000,,Omega-3 Fatty Acids
M-LDL-PL%,"-2.475 [-10.347,5.397]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA%,"-2.884 [-10.205,4.437]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA,"-4.653 [-12.320,3.013]",1.000,,Monounsaturated Fatty Acids
L-HDL-PL%,"-18.926 [-26.746,-11.107]",0.483,,Phospholipids to Total-Lipids in Large HDL percentage
