Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.001 [0.001,0.001]",1.081e-07,***,Lactate
ApoB/ApoA1,"0.000 [0.000,0.000]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,"0.000 [-0.000,0.000]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,"0.000 [-0.000,0.000]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"0.000 [-0.000,0.000]",1.000,,Valine
M-LDL-FC%,"-0.000 [-0.000,0.000]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"-0.000 [-0.000,0.000]",1.000,,Albumin
Unsaturation,"-0.000 [-0.000,0.000]",1.000,,Degree of Unsaturation
SFA,"-0.000 [-0.000,0.000]",1.000,,Saturated Fatty Acids
Total-FA,"-0.000 [-0.000,0.000]",1.000,,Total-Fatty Acids
