Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"39.168 [6.041,72.295]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,"25.634 [-20.752,72.019]",1.000,,Glycine
Ala,"19.808 [-13.855,53.472]",1.000,,Alanine
M-LDL-C%,"14.551 [-20.679,49.781]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,"14.024 [-19.186,47.233]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Remnant-C,"-13.195 [-47.434,21.044]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,"-19.072 [-53.571,15.427]",1.000,,VLDL Cholesterol
Total-C,"-20.392 [-54.729,13.945]",1.000,,Total-Cholesterol
M-LDL-TG%,"-21.929 [-55.977,12.119]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-82.977 [-118.369,-47.584]",0.995,,Glycoprotein Acetyls
