Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"42.991 [17.548,68.434]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"21.807 [-3.593,47.207]",1.000,,Apolipoprotein B
M-LDL-FC%,"18.664 [-5.961,43.289]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,"12.699 [-12.528,37.927]",1.000,,Clinical LDL Cholesterol
Phe,"0.266 [-25.347,25.879]",1.000,,Phenylalanine
Total-FA,"-15.004 [-39.516,9.509]",1.000,,Total-Fatty Acids
SFA,"-20.157 [-44.455,4.141]",1.000,,Saturated Fatty Acids
S-HDL-L,"-61.097 [-86.841,-35.353]",0.759,,Total-Lipids in Small HDL
S-HDL-PL,"-62.492 [-88.388,-36.595]",0.518,,Phospholipids in Small HDL
L-HDL-PL%,"-67.014 [-92.108,-41.920]",0.038,*,Phospholipids to Total-Lipids in Large HDL percentage
