Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,"1.080 [-0.506,2.667]",1.000,,Valine
ApoB/ApoA1,"0.842 [-0.673,2.356]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,"0.833 [-0.732,2.397]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.584 [-0.935,2.103]",1.000,,Leucine
M-VLDL-C%,"0.175 [-1.353,1.704]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,"-0.039 [-1.576,1.499]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-FC%,"-0.073 [-1.538,1.393]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ala,"-0.233 [-1.722,1.255]",1.000,,Alanine
Gln,"-0.246 [-1.760,1.268]",1.000,,Glutamine
His,"-0.695 [-2.147,0.757]",1.000,,Histidine
