Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-C%,"0.750 [-0.087,1.587]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"0.404 [-0.417,1.225]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,"0.257 [-0.557,1.072]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,"0.174 [-0.614,0.961]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,"0.125 [-0.656,0.905]",1.000,,Histidine
M-LDL-PL%,"-0.112 [-0.920,0.696]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,"-0.216 [-1.003,0.572]",1.000,,Monounsaturated Fatty Acids
LA,"-0.309 [-1.114,0.496]",1.000,,Linoleic Acid
Omega-3,"-0.633 [-1.454,0.189]",1.000,,Omega-3 Fatty Acids
DHA,"-0.790 [-1.605,0.026]",1.000,,Docosahexaenoic Acid
