Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,"17.524 [3.779,31.270]",1.000,,Clinical LDL Cholesterol
ApoB,"17.080 [3.239,30.922]",1.000,,Apolipoprotein B
M-LDL-FC%,"14.991 [1.572,28.410]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,"14.759 [1.084,28.435]",1.000,,LDL Cholesterol
HDL-C,"4.546 [-11.610,20.702]",1.000,,HDL Cholesterol
Total-FA,"-1.601 [-14.961,11.759]",1.000,,Total-Fatty Acids
Omega-3,"-1.875 [-15.877,12.128]",1.000,,Omega-3 Fatty Acids
SFA,"-4.882 [-18.126,8.361]",1.000,,Saturated Fatty Acids
MUFA,"-6.839 [-20.250,6.573]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-18.606 [-32.395,-4.818]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
