Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-CE,"0.212 [0.157,0.266]",8.465e-09,***,Cholesteryl Esters in Very Large HDL
XL-HDL-P,"0.208 [0.153,0.263]",2.217e-08,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.207 [0.153,0.262]",1.766e-08,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.200 [0.147,0.254]",6.867e-08,***,Total-Lipids in Very Large HDL
XL-HDL-PL,"0.191 [0.137,0.245]",1.022e-06,***,Phospholipids in Very Large HDL
L-HDL-P,"0.184 [0.129,0.239]",1.462e-05,***,Concentration of Large HDL Particles
L-HDL-CE,"0.182 [0.129,0.235]",5.036e-06,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.182 [0.129,0.235]",4.103e-06,***,Cholesterol in Large HDL
L-HDL-FC,"0.180 [0.126,0.234]",2.152e-05,***,Free Cholesterol in Large HDL
HDL-size,"0.173 [0.122,0.223]",6.389e-06,***,Average Diameter for HDL Particles
XL-HDL-FC,"0.170 [0.119,0.222]",2.537e-05,***,Free Cholesterol in Very Large HDL
L-HDL-L,"0.165 [0.114,0.216]",7.731e-05,***,Total-Lipids in Large HDL
L-HDL-PL,"0.147 [0.095,0.199]",0.007,**,Phospholipids in Large HDL
S-HDL-FC%,"0.146 [0.101,0.191]",3.594e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
DHA%,"0.143 [0.103,0.183]",5.464e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"0.140 [0.099,0.182]",1.056e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Acetate,"0.139 [0.099,0.178]",1.114e-06,***,Acetate
DHA,"0.138 [0.096,0.180]",2.559e-05,***,Docosahexaenoic Acid
Acetone,"0.123 [0.083,0.163]",3.160e-04,***,Acetone
LA%,"0.120 [0.079,0.162]",0.003,**,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-C%,"0.120 [0.080,0.159]",9.736e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-FC%,"0.118 [0.074,0.161]",0.026,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA%,"0.117 [0.077,0.158]",0.003,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,"0.114 [0.072,0.156]",0.028,*,Lactate
Omega-3%,"0.113 [0.071,0.154]",0.020,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.111 [0.069,0.153]",0.049,*,Degree of Unsaturation
Pyruvate,"0.109 [0.070,0.148]",0.012,*,Pyruvate
L-HDL-CE%,"0.106 [0.067,0.146]",0.029,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-FC%,"0.104 [0.067,0.142]",0.014,*,Free Cholesterol to Total-Lipids in Large HDL percentage
Gln,"-0.103 [-0.145,-0.062]",0.191,,Glutamine
L-HDL-PL%,"-0.142 [-0.183,-0.101]",3.396e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,"-0.145 [-0.187,-0.103]",3.766e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,"-0.156 [-0.201,-0.111]",1.825e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,"-0.177 [-0.220,-0.134]",1.156e-10,***,Glycoprotein Acetyls
