Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,"0.221 [0.163,0.278]",1.218e-08,***,Glycine
XL-HDL-FC,"0.209 [0.156,0.262]",2.930e-09,***,Free Cholesterol in Very Large HDL
S-VLDL-CE%,"0.183 [0.141,0.224]",6.564e-13,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-HDL-PL%,"0.180 [0.138,0.222]",1.440e-11,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,"0.169 [0.123,0.214]",5.297e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,"0.165 [0.119,0.211]",5.123e-07,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
Gln,"0.158 [0.117,0.199]",1.273e-08,***,Glutamine
L-LDL-PL%,"0.155 [0.112,0.198]",3.824e-07,***,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,"0.152 [0.111,0.192]",3.543e-08,***,Acetate
S-LDL-PL%,"0.146 [0.103,0.189]",5.335e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,"0.145 [0.098,0.191]",2.581e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Creatinine,"0.145 [0.100,0.189]",4.977e-05,***,Creatinine
ApoB/ApoA1,"0.141 [0.099,0.183]",7.242e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-FC%,"0.141 [0.100,0.182]",5.204e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-TG%,"0.140 [0.097,0.183]",4.496e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,"0.140 [0.100,0.180]",1.890e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Val,"0.140 [0.096,0.183]",7.789e-05,***,Valine
IDL-FC%,"0.138 [0.099,0.177]",5.752e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-C%,"0.137 [0.096,0.177]",1.443e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,"0.136 [0.096,0.177]",8.224e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,"0.133 [0.092,0.174]",4.335e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,"0.131 [0.093,0.168]",2.176e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-BCAA,"0.121 [0.077,0.164]",0.010,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.117 [0.075,0.160]",0.014,*,Leucine
SFA%,"0.115 [0.076,0.154]",0.002,**,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,"-0.111 [-0.151,-0.070]",0.018,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-PL%,"-0.115 [-0.155,-0.074]",0.006,**,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-P,"-0.116 [-0.158,-0.074]",0.012,*,Concentration of Large LDL Particles
L-LDL-FC,"-0.116 [-0.158,-0.074]",0.011,*,Free Cholesterol in Large LDL
HDL-TG,"-0.117 [-0.159,-0.075]",0.009,**,Triglycerides in HDL
LDL-FC,"-0.118 [-0.160,-0.077]",0.004,**,Free Cholesterol in LDL
S-VLDL-P,"-0.119 [-0.161,-0.077]",0.006,**,Concentration of Small VLDL Particles
S-VLDL-PL,"-0.123 [-0.165,-0.080]",0.003,**,Phospholipids in Small VLDL
S-VLDL-L,"-0.123 [-0.165,-0.081]",0.003,**,Total-Lipids in Small VLDL
S-LDL-L,"-0.127 [-0.168,-0.086]",3.458e-04,***,Total-Lipids in Small LDL
M-VLDL-TG,"-0.127 [-0.169,-0.086]",5.072e-04,***,Triglycerides in Medium VLDL
Glu,"-0.129 [-0.170,-0.089]",7.408e-05,***,Glucose
S-LDL-C,"-0.130 [-0.171,-0.089]",1.314e-04,***,Cholesterol in Small LDL
S-LDL-TG,"-0.131 [-0.171,-0.091]",2.350e-05,***,Triglycerides in Small LDL
Unsaturation,"-0.132 [-0.174,-0.090]",1.501e-04,***,Degree of Unsaturation
XS-VLDL-TG,"-0.135 [-0.177,-0.094]",4.215e-05,***,Triglycerides in Very Small VLDL
S-HDL-TG,"-0.137 [-0.181,-0.094]",9.627e-05,***,Triglycerides in Small HDL
S-LDL-CE,"-0.139 [-0.180,-0.098]",7.265e-06,***,Cholesteryl Esters in Small LDL
M-HDL-TG,"-0.141 [-0.183,-0.099]",1.734e-05,***,Triglycerides in Medium HDL
LDL-size,"-0.142 [-0.183,-0.101]",3.035e-06,***,Average Diameter for LDL Particles
LDL-C,"-0.142 [-0.183,-0.101]",1.738e-06,***,LDL Cholesterol
M-LDL-FC,"-0.143 [-0.184,-0.102]",2.645e-06,***,Free Cholesterol in Medium LDL
S-VLDL-TG,"-0.145 [-0.187,-0.104]",2.057e-06,***,Triglycerides in Small VLDL
L-LDL-PL,"-0.146 [-0.187,-0.104]",1.473e-06,***,Phospholipids in Large LDL
LDL-L,"-0.146 [-0.186,-0.105]",4.857e-07,***,Total-Lipids in LDL
IDL-TG,"-0.146 [-0.188,-0.105]",1.247e-06,***,Triglycerides in IDL
LDL-PL,"-0.146 [-0.188,-0.105]",8.495e-07,***,Phospholipids in LDL
MUFA%,"-0.148 [-0.190,-0.106]",1.276e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C,"-0.148 [-0.189,-0.107]",3.287e-07,***,Cholesterol in Large LDL
M-LDL-C,"-0.149 [-0.190,-0.108]",2.848e-07,***,Cholesterol in Medium LDL
M-LDL-CE,"-0.151 [-0.192,-0.110]",1.469e-07,***,Cholesteryl Esters in Medium LDL
L-LDL-L,"-0.151 [-0.192,-0.110]",1.191e-07,***,Total-Lipids in Large LDL
XS-VLDL-TG%,"-0.154 [-0.196,-0.112]",1.106e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
LDL-CE,"-0.154 [-0.195,-0.114]",2.677e-08,***,Cholesteryl Esters in LDL
