Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"11.437 [5.097,17.777]",1.000,,Glutamine
His,"8.685 [2.604,14.766]",1.000,,Histidine
M-LDL-FC%,"8.172 [2.035,14.309]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,"3.056 [-5.537,11.650]",1.000,,Glycine
M-LDL-C%,"2.906 [-3.620,9.433]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"-4.158 [-10.519,2.204]",1.000,,Total-Cholesterol
Total-FA,"-10.050 [-16.158,-3.943]",1.000,,Total-Fatty Acids
L-HDL-PL%,"-14.939 [-21.196,-8.683]",0.661,,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-L,"-15.341 [-21.759,-8.924]",0.642,,Total-Lipids in Small HDL
S-HDL-PL,"-15.717 [-22.172,-9.262]",0.420,,Phospholipids in Small HDL
