Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"12.615 [7.437,17.792]",0.413,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-C%,"12.035 [6.962,17.109]",0.765,,Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA%,"12.023 [6.992,17.054]",0.648,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,"10.580 [5.349,15.811]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,"8.800 [3.809,13.792]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-VLDL-TG%,"-6.769 [-12.295,-1.242]",1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-TG%,"-12.443 [-17.629,-7.257]",0.591,,Triglycerides to Total-Lipids in Very Small VLDL percentage
GlycA,"-13.419 [-18.754,-8.084]",0.190,,Glycoprotein Acetyls
L-HDL-PL%,"-14.033 [-19.123,-8.943]",0.015,*,Phospholipids to Total-Lipids in Large HDL percentage
Creatinine,"-14.276 [-19.995,-8.556]",0.230,,Creatinine
