Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,"0.056 [-0.055,0.167]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB,"0.009 [-0.099,0.116]",1.000,,Apolipoprotein B
Non-HDL-C,"0.007 [-0.098,0.112]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"0.006 [-0.100,0.111]",1.000,,LDL Cholesterol
Clinical LDL-C,"0.001 [-0.104,0.105]",1.000,,Clinical LDL Cholesterol
Total-CE,"-0.001 [-0.107,0.105]",1.000,,Total-Esterified Cholesterol
M-LDL-FC%,"-0.020 [-0.125,0.084]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"-0.040 [-0.150,0.070]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
HDL-CE,"-0.049 [-0.177,0.079]",1.000,,Cholesteryl Esters in HDL
Omega-6/Omega-3,"-0.058 [-0.169,0.054]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
