Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"0.019 [0.012,0.027]",0.057,,Glutamine
Omega-6/Omega-3,"0.019 [0.012,0.027]",0.081,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-PL%,"0.012 [0.005,0.020]",1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,"0.004 [-0.003,0.011]",1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-FC%,"0.001 [-0.006,0.008]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,"-0.019 [-0.027,-0.012]",0.171,,Omega-3 Fatty Acids
M-HDL-FC%,"-0.020 [-0.028,-0.012]",0.165,,Free Cholesterol to Total-Lipids in Medium HDL percentage
DHA,"-0.023 [-0.031,-0.015]",0.002,**,Docosahexaenoic Acid
XL-HDL-P,"-0.026 [-0.036,-0.015]",0.176,,Concentration of Very Large HDL Particles
L-HDL-P,"-0.026 [-0.036,-0.016]",0.182,,Concentration of Large HDL Particles
