Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"3.716 [-4.963,12.394]",1.000,,Cholesteryl Esters in HDL
Total-C,"3.207 [-4.288,10.701]",1.000,,Total-Cholesterol
Remnant-C,"2.802 [-4.671,10.274]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,"2.686 [-4.545,9.918]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,"1.735 [-5.794,9.265]",1.000,,VLDL Cholesterol
DHA%,"-3.089 [-10.318,4.140]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,"-5.043 [-12.474,2.388]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,"-7.105 [-14.934,0.724]",1.000,,Valine
Total-BCAA,"-8.533 [-16.255,-0.811]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-9.620 [-17.116,-2.124]",1.000,,Leucine
