Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,"0.236 [-0.021,0.494]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"0.173 [-0.091,0.438]",1.000,,VLDL Cholesterol
VLDL-CE,"0.164 [-0.102,0.430]",1.000,,Cholesteryl Esters in VLDL
DHA%,"0.108 [-0.151,0.366]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"0.092 [-0.173,0.357]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
SFA,"-0.003 [-0.252,0.247]",1.000,,Saturated Fatty Acids
Total-FC,"-0.008 [-0.266,0.251]",1.000,,Total-Free Cholesterol
LDL-FC,"-0.074 [-0.333,0.185]",1.000,,Free Cholesterol in LDL
HDL-FC,"-0.247 [-0.564,0.069]",1.000,,Free Cholesterol in HDL
Lactate,"-0.624 [-0.871,-0.377]",0.174,,Lactate
