Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu,"0.004 [0.001,0.007]",1.000,,Glucose
Citrate,"0.004 [0.000,0.007]",1.000,,Citrate
M-LDL-TG%,"0.003 [-0.000,0.006]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,"0.002 [-0.002,0.006]",1.000,,Free Cholesterol in HDL
Creatinine,"0.001 [-0.002,0.005]",1.000,,Creatinine
Leu,"-0.001 [-0.004,0.003]",1.000,,Leucine
M-LDL-FC%,"-0.001 [-0.004,0.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,"-0.001 [-0.005,0.002]",1.000,,Isoleucine
Tyr,"-0.002 [-0.006,0.002]",1.000,,Tyrosine
His,"-0.002 [-0.006,0.001]",1.000,,Histidine
