Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"2.011 [1.326,2.696]",0.002,**,Degree of Unsaturation
PUFA/MUFA,"1.757 [1.076,2.438]",0.098,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"1.615 [0.949,2.280]",0.458,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,"1.614 [0.930,2.299]",0.869,,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,"1.609 [0.949,2.269]",0.407,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
ApoA1,"-0.102 [-0.837,0.633]",1.000,,Apolipoprotein A1
M-LDL-PL%,"-0.181 [-0.870,0.508]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"-0.974 [-1.643,-0.304]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,"-1.615 [-2.298,-0.931]",0.835,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,"-1.993 [-2.656,-1.330]",8.956e-04,***,Acetate
