Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,"20.292 [6.074,34.509]",1.000,,Glycine
ApoB/ApoA1,"18.663 [8.168,29.158]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"12.765 [2.289,23.242]",1.000,,Apolipoprotein B
M-LDL-FC%,"6.097 [-4.061,16.256]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,"0.876 [-9.191,10.943]",1.000,,Histidine
Total-FA,"-3.900 [-14.012,6.212]",1.000,,Total-Fatty Acids
MUFA,"-4.095 [-14.247,6.056]",1.000,,Monounsaturated Fatty Acids
SFA,"-7.337 [-17.360,2.687]",1.000,,Saturated Fatty Acids
SFA%,"-14.429 [-24.119,-4.739]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"-25.886 [-36.239,-15.533]",0.221,,Phospholipids to Total-Lipids in Large HDL percentage
