Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,"20.945 [12.518,29.372]",0.256,,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,"19.717 [11.561,27.873]",0.497,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,"19.488 [11.270,27.705]",0.771,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,"16.802 [8.777,24.827]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,"2.740 [-6.927,12.408]",1.000,,HDL Cholesterol
Total-FA,"-8.360 [-16.353,-0.367]",1.000,,Total-Fatty Acids
M-LDL-TG%,"-16.807 [-25.054,-8.560]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,"-20.231 [-28.568,-11.893]",0.455,,Triglycerides to Total-Lipids in Very Small VLDL percentage
GlycA,"-20.559 [-29.137,-11.981]",0.606,,Glycoprotein Acetyls
L-HDL-PL%,"-20.812 [-28.996,-12.627]",0.144,,Phospholipids to Total-Lipids in Large HDL percentage
