Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,"0.116 [0.099,0.133]",1.120e-34,***,Glycine
Tyr,"0.084 [0.071,0.097]",1.941e-31,***,Tyrosine
S-LDL-PL%,"0.064 [0.051,0.077]",6.879e-18,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,"0.062 [0.050,0.075]",4.046e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-PL%,"0.055 [0.044,0.067]",4.777e-16,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Gln,"0.046 [0.033,0.058]",8.337e-08,***,Glutamine
S-HDL-PL%,"0.045 [0.032,0.057]",7.812e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
Ile,"0.043 [0.031,0.056]",1.475e-06,***,Isoleucine
M-HDL-TG%,"0.037 [0.024,0.050]",0.003,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-LDL-TG%,"0.037 [0.025,0.049]",3.502e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
Leu,"0.036 [0.024,0.049]",0.004,**,Leucine
Total-BCAA,"0.035 [0.022,0.048]",0.025,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,"0.034 [0.022,0.047]",0.020,*,Phenylalanine
L-HDL-PL%,"0.034 [0.022,0.046]",0.005,**,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,"0.033 [0.021,0.046]",0.042,*,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,"0.033 [0.021,0.045]",0.025,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-FC%,"0.030 [0.019,0.041]",0.021,*,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,"-0.033 [-0.044,-0.021]",0.006,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,"-0.033 [-0.045,-0.021]",0.005,**,Free Cholesterol to Total-Lipids in IDL percentage
Glu,"-0.033 [-0.046,-0.021]",0.012,*,Glucose
VLDL-C,"-0.034 [-0.046,-0.021]",0.026,*,VLDL Cholesterol
L-VLDL-FC,"-0.034 [-0.047,-0.022]",0.026,*,Free Cholesterol in Large VLDL
S-VLDL-PL,"-0.034 [-0.047,-0.022]",0.018,*,Phospholipids in Small VLDL
M-VLDL-CE,"-0.034 [-0.047,-0.022]",0.018,*,Cholesteryl Esters in Medium VLDL
XXL-VLDL-FC,"-0.035 [-0.047,-0.023]",0.004,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-CE,"-0.035 [-0.048,-0.022]",0.015,*,Cholesteryl Esters in Large VLDL
L-VLDL-C,"-0.035 [-0.048,-0.022]",0.014,*,Cholesterol in Large VLDL
VLDL-FC,"-0.035 [-0.048,-0.023]",0.007,**,Free Cholesterol in VLDL
S-VLDL-FC,"-0.035 [-0.048,-0.023]",0.007,**,Free Cholesterol in Small VLDL
S-LDL-P,"-0.035 [-0.048,-0.023]",0.004,**,Concentration of Small LDL Particles
S-LDL-FC,"-0.036 [-0.048,-0.023]",0.003,**,Free Cholesterol in Small LDL
S-LDL-PL,"-0.036 [-0.048,-0.024]",0.002,**,Phospholipids in Small LDL
ApoB,"-0.036 [-0.048,-0.024]",0.002,**,Apolipoprotein B
SFA,"-0.036 [-0.048,-0.025]",2.895e-04,***,Saturated Fatty Acids
HDL-L,"-0.037 [-0.051,-0.023]",0.046,*,Total-Lipids in HDL
M-VLDL-C,"-0.037 [-0.050,-0.025]",9.747e-04,***,Cholesterol in Medium VLDL
XL-VLDL-C,"-0.038 [-0.051,-0.025]",7.350e-04,***,Cholesterol in Very Large VLDL
L-LDL-P,"-0.038 [-0.050,-0.026]",3.912e-04,***,Concentration of Large LDL Particles
M-VLDL-PL,"-0.038 [-0.050,-0.026]",3.597e-04,***,Phospholipids in Medium VLDL
M-VLDL-L,"-0.038 [-0.050,-0.026]",3.083e-04,***,Total-Lipids in Medium VLDL
M-VLDL-FC,"-0.038 [-0.051,-0.026]",2.943e-04,***,Free Cholesterol in Medium VLDL
M-HDL-L,"-0.039 [-0.052,-0.025]",0.002,**,Total-Lipids in Medium HDL
XXL-VLDL-C,"-0.039 [-0.052,-0.027]",5.103e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-P,"-0.040 [-0.052,-0.028]",4.077e-05,***,Concentration of LDL Particles
Non-HDL-C,"-0.040 [-0.052,-0.028]",1.598e-05,***,Total-Cholesterol Minus HDL-C
M-HDL-FC,"-0.040 [-0.055,-0.026]",0.005,**,Free Cholesterol in Medium HDL
L-LDL-PL,"-0.041 [-0.054,-0.029]",1.219e-05,***,Phospholipids in Large LDL
Phosphoglyc,"-0.042 [-0.054,-0.029]",2.639e-05,***,Phosphoglycerides
L-LDL-FC,"-0.042 [-0.054,-0.029]",8.904e-06,***,Free Cholesterol in Large LDL
L-LDL-L,"-0.042 [-0.054,-0.030]",2.590e-06,***,Total-Lipids in Large LDL
MUFA,"-0.043 [-0.054,-0.031]",4.885e-07,***,Monounsaturated Fatty Acids
L-LDL-C%,"-0.043 [-0.055,-0.031]",4.705e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-CE,"-0.043 [-0.055,-0.030]",1.797e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
LDL-FC,"-0.043 [-0.055,-0.031]",1.753e-06,***,Free Cholesterol in LDL
M-VLDL-P,"-0.043 [-0.055,-0.030]",2.681e-06,***,Concentration of Medium VLDL Particles
M-LDL-P,"-0.043 [-0.055,-0.031]",1.212e-06,***,Concentration of Medium LDL Particles
M-HDL-CE%,"-0.043 [-0.055,-0.031]",3.868e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-CE,"-0.043 [-0.056,-0.030]",5.390e-06,***,Cholesteryl Esters in Very Large VLDL
L-LDL-C,"-0.043 [-0.056,-0.031]",6.961e-07,***,Cholesterol in Large LDL
Total-FC,"-0.043 [-0.056,-0.031]",9.554e-07,***,Total-Free Cholesterol
L-LDL-CE,"-0.044 [-0.056,-0.031]",6.001e-07,***,Cholesteryl Esters in Large LDL
Clinical LDL-C,"-0.044 [-0.056,-0.032]",3.123e-07,***,Clinical LDL Cholesterol
LDL-PL,"-0.044 [-0.056,-0.031]",6.086e-07,***,Phospholipids in LDL
Total-PL,"-0.044 [-0.056,-0.031]",1.050e-06,***,Total-Phospholipids in Lipoprotein Particles
L-LDL-CE%,"-0.044 [-0.056,-0.032]",1.107e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-L,"-0.044 [-0.056,-0.032]",8.736e-08,***,Total-Lipids in Lipoprotein Particles
S-HDL-C%,"-0.045 [-0.057,-0.033]",7.882e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
LDL-L,"-0.046 [-0.058,-0.033]",3.557e-08,***,Total-Lipids in LDL
M-LDL-C%,"-0.046 [-0.058,-0.033]",3.664e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,"-0.046 [-0.058,-0.033]",8.862e-08,***,Cholesterol to Total-Lipids in Medium HDL percentage
Total-FA,"-0.046 [-0.058,-0.034]",4.520e-09,***,Total-Fatty Acids
VLDL-size,"-0.046 [-0.059,-0.033]",1.097e-06,***,Average Diameter for VLDL Particles
LA,"-0.046 [-0.058,-0.034]",1.454e-08,***,Linoleic Acid
Pyruvate,"-0.046 [-0.058,-0.034]",1.602e-08,***,Pyruvate
S-LDL-L,"-0.046 [-0.059,-0.034]",1.877e-08,***,Total-Lipids in Small LDL
Citrate,"-0.046 [-0.059,-0.034]",3.212e-07,***,Citrate
M-LDL-CE%,"-0.047 [-0.059,-0.034]",4.513e-08,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-P,"-0.047 [-0.061,-0.033]",9.358e-06,***,Concentration of Medium HDL Particles
LDL-C,"-0.047 [-0.059,-0.035]",6.247e-09,***,LDL Cholesterol
M-LDL-FC,"-0.047 [-0.059,-0.035]",1.345e-08,***,Free Cholesterol in Medium LDL
Cholines,"-0.048 [-0.060,-0.035]",4.537e-08,***,Total-Cholines
Total-C,"-0.048 [-0.060,-0.036]",2.959e-09,***,Total-Cholesterol
LDL-CE,"-0.048 [-0.060,-0.036]",2.184e-09,***,Cholesteryl Esters in LDL
S-HDL-CE%,"-0.048 [-0.060,-0.036]",2.566e-09,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
ApoA1,"-0.049 [-0.062,-0.035]",4.779e-07,***,Apolipoprotein A1
M-LDL-PL,"-0.049 [-0.062,-0.037]",1.179e-09,***,Phospholipids in Medium LDL
HDL-C,"-0.049 [-0.064,-0.035]",5.898e-06,***,HDL Cholesterol
