Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"3.995 [-3.371,11.360]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,"1.966 [-5.725,9.657]",1.000,,Degree of Unsaturation
Omega-6,"1.580 [-5.965,9.124]",1.000,,Omega-6 Fatty Acids
PUFA,"0.374 [-7.194,7.942]",1.000,,Polyunsaturated Fatty Acids
Albumin,"0.102 [-7.681,7.886]",1.000,,Albumin
Ile,"-4.627 [-12.157,2.903]",1.000,,Isoleucine
M-LDL-TG%,"-5.884 [-13.453,1.684]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,"-6.025 [-14.105,2.055]",1.000,,Tyrosine
Total-BCAA,"-6.461 [-14.326,1.405]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-7.570 [-15.206,0.065]",1.000,,Leucine
