Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.776 [0.602,0.949]",4.390e-13,***,Creatinine
PUFA/MUFA,"0.638 [0.477,0.798]",1.737e-09,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.529 [0.370,0.689]",1.728e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"0.484 [0.329,0.640]",2.195e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,"0.426 [0.265,0.587]",0.047,*,Leucine
L-LDL-C,"-0.405 [-0.551,-0.258]",0.014,*,Cholesterol in Large LDL
L-LDL-CE,"-0.406 [-0.552,-0.260]",0.012,*,Cholesteryl Esters in Large LDL
S-VLDL-L,"-0.407 [-0.554,-0.259]",0.016,*,Total-Lipids in Small VLDL
L-LDL-FC,"-0.407 [-0.555,-0.259]",0.016,*,Free Cholesterol in Large LDL
M-LDL-PL,"-0.408 [-0.553,-0.262]",0.009,**,Phospholipids in Medium LDL
LDL-C,"-0.408 [-0.553,-0.262]",0.009,**,LDL Cholesterol
M-LDL-C,"-0.411 [-0.556,-0.266]",0.007,**,Cholesterol in Medium LDL
Clinical LDL-C,"-0.411 [-0.557,-0.266]",0.007,**,Clinical LDL Cholesterol
M-LDL-L,"-0.414 [-0.559,-0.268]",0.006,**,Total-Lipids in Medium LDL
M-LDL-P,"-0.415 [-0.561,-0.269]",0.006,**,Concentration of Medium LDL Particles
LDL-L,"-0.416 [-0.561,-0.271]",0.005,**,Total-Lipids in LDL
L-LDL-L,"-0.417 [-0.563,-0.271]",0.005,**,Total-Lipids in Large LDL
LDL-CE,"-0.419 [-0.564,-0.273]",0.004,**,Cholesteryl Esters in LDL
LDL-PL,"-0.422 [-0.567,-0.276]",0.003,**,Phospholipids in LDL
M-VLDL-L,"-0.422 [-0.569,-0.276]",0.004,**,Total-Lipids in Medium VLDL
VLDL-L,"-0.423 [-0.573,-0.273]",0.007,**,Total-Lipids in VLDL
S-LDL-P,"-0.423 [-0.570,-0.277]",0.003,**,Concentration of Small LDL Particles
M-LDL-CE,"-0.424 [-0.570,-0.279]",0.003,**,Cholesteryl Esters in Medium LDL
