Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-C%,"0.005 [0.003,0.007]",0.010,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,"0.005 [0.003,0.007]",0.030,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"0.005 [0.003,0.007]",0.041,*,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,"0.005 [0.003,0.007]",0.130,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Lactate,"0.005 [0.003,0.007]",0.159,,Lactate
S-HDL-L,"-0.004 [-0.006,-0.002]",0.982,,Total-Lipids in Small HDL
S-HDL-PL,"-0.004 [-0.006,-0.003]",0.519,,Phospholipids in Small HDL
VLDL-size,"-0.005 [-0.007,-0.003]",0.063,,Average Diameter for VLDL Particles
XL-VLDL-TG%,"-0.006 [-0.007,-0.004]",0.001,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
Pyruvate,"-0.006 [-0.007,-0.004]",2.529e-04,***,Pyruvate
