Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"1.074 [0.673,1.474]",0.035,*,Linoleic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,"0.384 [0.010,0.757]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"0.354 [-0.022,0.730]",1.000,,Apolipoprotein B
Gly,"0.142 [-0.223,0.508]",1.000,,Glycine
His,"0.020 [-0.338,0.379]",1.000,,Histidine
Total-FA,"-0.058 [-0.436,0.319]",1.000,,Total-Fatty Acids
SFA,"-0.166 [-0.546,0.214]",1.000,,Saturated Fatty Acids
MUFA,"-0.176 [-0.560,0.208]",1.000,,Monounsaturated Fatty Acids
Omega-3,"-0.304 [-0.678,0.070]",1.000,,Omega-3 Fatty Acids
M-LDL-TG%,"-0.417 [-0.800,-0.033]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
