Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"0.241 [0.198,0.284]",5.028e-23,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.210 [0.166,0.253]",1.280e-15,***,Degree of Unsaturation
DHA,"0.205 [0.163,0.247]",2.399e-16,***,Docosahexaenoic Acid
PUFA/MUFA,"0.195 [0.149,0.240]",8.833e-12,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3%,"0.192 [0.151,0.234]",3.413e-14,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"0.175 [0.130,0.219]",6.191e-09,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE,"0.174 [0.127,0.221]",9.263e-08,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.172 [0.125,0.219]",1.904e-07,***,Cholesterol in Large HDL
L-HDL-L,"0.165 [0.118,0.212]",1.839e-06,***,Total-Lipids in Large HDL
L-HDL-P,"0.165 [0.118,0.211]",1.037e-06,***,Concentration of Large HDL Particles
HDL-CE,"0.163 [0.117,0.210]",1.400e-06,***,Cholesteryl Esters in HDL
HDL-C,"0.162 [0.115,0.209]",2.457e-06,***,HDL Cholesterol
L-HDL-FC,"0.160 [0.113,0.206]",3.670e-06,***,Free Cholesterol in Large HDL
L-HDL-PL,"0.160 [0.113,0.206]",5.299e-06,***,Phospholipids in Large HDL
M-HDL-FC%,"0.155 [0.108,0.202]",1.837e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE,"0.150 [0.105,0.196]",2.478e-05,***,Cholesteryl Esters in Very Large HDL
HDL-FC,"0.147 [0.100,0.193]",1.310e-04,***,Free Cholesterol in HDL
HDL-size,"0.146 [0.100,0.192]",1.422e-04,***,Average Diameter for HDL Particles
Omega-3,"0.144 [0.102,0.185]",2.605e-06,***,Omega-3 Fatty Acids
XL-HDL-C,"0.140 [0.095,0.185]",2.826e-04,***,Cholesterol in Very Large HDL
M-HDL-C%,"0.140 [0.095,0.184]",1.730e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,"0.137 [0.090,0.183]",0.002,**,Total-Lipids in HDL
XL-HDL-L,"0.133 [0.088,0.178]",0.002,**,Total-Lipids in Very Large HDL
XL-HDL-PL,"0.131 [0.086,0.176]",0.002,**,Phospholipids in Very Large HDL
M-HDL-C,"0.131 [0.086,0.176]",0.003,**,Cholesterol in Medium HDL
M-HDL-CE,"0.131 [0.086,0.176]",0.003,**,Cholesteryl Esters in Medium HDL
M-HDL-FC,"0.127 [0.081,0.172]",0.011,*,Free Cholesterol in Medium HDL
XXL-VLDL-FC%,"0.126 [0.085,0.167]",5.592e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-P,"0.126 [0.081,0.171]",0.007,**,Concentration of Very Large HDL Particles
HDL-PL,"0.124 [0.078,0.170]",0.026,*,Phospholipids in HDL
ApoA1,"0.120 [0.075,0.166]",0.048,*,Apolipoprotein A1
L-LDL-C%,"0.118 [0.074,0.163]",0.038,*,Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-C%,"0.116 [0.072,0.159]",0.041,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE,"-0.116 [-0.160,-0.073]",0.038,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"-0.117 [-0.161,-0.073]",0.037,*,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,"-0.118 [-0.161,-0.074]",0.033,*,Total-Lipids in Very Large VLDL
XL-VLDL-TG,"-0.118 [-0.162,-0.074]",0.033,*,Triglycerides in Very Large VLDL
XXL-VLDL-P,"-0.119 [-0.163,-0.075]",0.028,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-HDL-TG%,"-0.120 [-0.164,-0.075]",0.041,*,Triglycerides to Total-Lipids in Very Large HDL percentage
XXL-VLDL-PL,"-0.120 [-0.164,-0.076]",0.023,*,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"-0.123 [-0.163,-0.082]",8.517e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-TG,"-0.127 [-0.172,-0.083]",0.003,**,Triglycerides in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"-0.128 [-0.170,-0.085]",0.001,**,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-L,"-0.128 [-0.172,-0.084]",0.003,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-HDL-TG%,"-0.132 [-0.176,-0.088]",0.001,**,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,"-0.137 [-0.181,-0.094]",1.100e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
VLDL-size,"-0.139 [-0.184,-0.094]",3.334e-04,***,Average Diameter for VLDL Particles
M-HDL-PL%,"-0.142 [-0.187,-0.096]",2.438e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,"-0.142 [-0.191,-0.094]",0.002,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,"-0.158 [-0.199,-0.116]",2.716e-08,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
TG/PG,"-0.158 [-0.203,-0.112]",2.230e-06,***,Triglycerides to Phosphoglycerides ratio
MUFA%,"-0.190 [-0.236,-0.145]",3.568e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
