Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"1.199 [0.816,1.583]",2.103e-04,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"1.028 [0.641,1.415]",0.044,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"1.010 [0.625,1.395]",0.062,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.995 [0.618,1.371]",0.051,,Degree of Unsaturation
Pyruvate,"0.696 [0.413,0.978]",0.327,,Pyruvate
HDL-CE,"-0.061 [-0.462,0.340]",1.000,,Cholesteryl Esters in HDL
M-LDL-PL%,"-0.189 [-0.542,0.165]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"-0.255 [-0.616,0.105]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Lactate,"-0.782 [-1.116,-0.449]",0.969,,Lactate
Acetate,"-1.535 [-1.889,-1.181]",4.200e-12,***,Acetate
