Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.026 [0.018,0.034]",6.764e-05,***,Pyruvate
XS-VLDL-PL%,"0.021 [0.012,0.029]",0.318,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,"0.016 [0.008,0.024]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,"0.011 [0.003,0.019]",1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-CE%,"0.001 [-0.008,0.010]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
LDL-C,"-0.022 [-0.030,-0.014]",0.042,*,LDL Cholesterol
L-LDL-CE,"-0.022 [-0.030,-0.014]",0.042,*,Cholesteryl Esters in Large LDL
S-HDL-FC,"-0.022 [-0.030,-0.014]",0.047,*,Free Cholesterol in Small HDL
XS-VLDL-L,"-0.022 [-0.030,-0.014]",0.047,*,Total-Lipids in Very Small VLDL
Clinical LDL-C,"-0.022 [-0.031,-0.014]",0.018,*,Clinical LDL Cholesterol
L-LDL-C,"-0.022 [-0.031,-0.014]",0.020,*,Cholesterol in Large LDL
L-LDL-L,"-0.023 [-0.031,-0.015]",0.013,*,Total-Lipids in Large LDL
Non-HDL-C,"-0.023 [-0.031,-0.015]",0.007,**,Total-Cholesterol Minus HDL-C
L-LDL-FC,"-0.023 [-0.031,-0.015]",0.010,**,Free Cholesterol in Large LDL
L-LDL-PL,"-0.023 [-0.031,-0.015]",0.006,**,Phospholipids in Large LDL
Remnant-C,"-0.024 [-0.032,-0.015]",0.004,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Albumin,"-0.024 [-0.033,-0.016]",0.003,**,Albumin
Total-L,"-0.024 [-0.033,-0.016]",0.002,**,Total-Lipids in Lipoprotein Particles
Total-P,"-0.025 [-0.034,-0.016]",0.004,**,Total-Concentration of Lipoprotein Particles
XS-VLDL-C,"-0.025 [-0.034,-0.017]",0.001,**,Cholesterol in Very Small VLDL
PC,"-0.025 [-0.034,-0.017]",0.002,**,Phosphatidylcholines
Total-FC,"-0.026 [-0.034,-0.017]",3.728e-04,***,Total-Free Cholesterol
M-HDL-FC%,"-0.026 [-0.035,-0.016]",0.015,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-PL,"-0.026 [-0.034,-0.017]",4.751e-04,***,Phospholipids in IDL
Phosphoglyc,"-0.026 [-0.035,-0.017]",9.335e-04,***,Phosphoglycerides
XS-VLDL-CE,"-0.026 [-0.035,-0.018]",3.765e-04,***,Cholesteryl Esters in Very Small VLDL
IDL-FC,"-0.026 [-0.035,-0.018]",2.383e-04,***,Free Cholesterol in IDL
IDL-CE,"-0.026 [-0.035,-0.018]",1.675e-04,***,Cholesteryl Esters in IDL
IDL-C,"-0.027 [-0.035,-0.018]",1.065e-04,***,Cholesterol in IDL
IDL-L,"-0.027 [-0.035,-0.018]",8.869e-05,***,Total-Lipids in IDL
Total-C,"-0.027 [-0.035,-0.018]",7.950e-05,***,Total-Cholesterol
Total-CE,"-0.027 [-0.036,-0.019]",6.082e-05,***,Total-Esterified Cholesterol
Cholines,"-0.027 [-0.036,-0.019]",1.591e-04,***,Total-Cholines
Total-PL,"-0.028 [-0.036,-0.019]",3.513e-05,***,Total-Phospholipids in Lipoprotein Particles
SM,"-0.029 [-0.037,-0.020]",2.081e-05,***,Sphingomyelins
