Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,"0.008 [-0.001,0.016]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,"0.005 [-0.004,0.013]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"0.002 [-0.006,0.011]",1.000,,Apolipoprotein B
Non-HDL-C,"0.001 [-0.008,0.009]",1.000,,Total-Cholesterol Minus HDL-C
Total-BCAA,"0.000 [-0.009,0.010]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LDL-FC,"-0.001 [-0.010,0.007]",1.000,,Free Cholesterol in LDL
HDL-FC,"-0.003 [-0.014,0.007]",1.000,,Free Cholesterol in HDL
M-LDL-FC%,"-0.005 [-0.014,0.003]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,"-0.007 [-0.016,0.001]",1.000,,Degree of Unsaturation
Albumin,"-0.012 [-0.021,-0.004]",1.000,,Albumin
