Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-C%,"10.807 [6.210,15.405]",0.940,,Cholesterol to Total-Lipids in Large HDL percentage
ApoB/ApoA1,"8.600 [3.855,13.344]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"7.795 [3.060,12.531]",1.000,,Apolipoprotein B
Clinical LDL-C,"6.646 [1.943,11.349]",1.000,,Clinical LDL Cholesterol
M-LDL-FC%,"4.234 [-0.359,8.826]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA,"-1.764 [-6.296,2.768]",1.000,,Saturated Fatty Acids
MUFA,"-2.270 [-6.859,2.320]",1.000,,Monounsaturated Fatty Acids
SFA%,"-6.231 [-10.612,-1.851]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,"-6.498 [-11.299,-1.696]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"-15.742 [-20.419,-11.066]",9.899e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
