Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-CE%,"25.283 [4.207,46.359]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"21.390 [0.503,42.277]",1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,"21.025 [1.728,40.323]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,"9.384 [-10.550,29.317]",1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,"7.032 [-14.567,28.630]",1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-CE,"-2.210 [-22.381,17.961]",1.000,,Cholesteryl Esters in VLDL
Omega-6/Omega-3,"-5.917 [-25.812,13.978]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-CE,"-7.971 [-27.641,11.698]",1.000,,Cholesteryl Esters in LDL
Total-CE,"-11.542 [-31.614,8.531]",1.000,,Total-Esterified Cholesterol
M-LDL-TG%,"-14.675 [-34.508,5.158]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
