Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA,"0.173 [0.103,0.242]",0.257,,Docosahexaenoic Acid
Omega-3%,"0.162 [0.095,0.228]",0.498,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,"0.159 [0.094,0.224]",0.333,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"0.060 [-0.002,0.121]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,"0.040 [-0.026,0.106]",1.000,,Cholesteryl Esters in LDL
M-LDL-PL%,"-0.004 [-0.069,0.061]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,"-0.027 [-0.098,0.043]",1.000,,Tyrosine
Ile,"-0.060 [-0.125,0.005]",1.000,,Isoleucine
Phe,"-0.060 [-0.126,0.005]",1.000,,Phenylalanine
Leu,"-0.091 [-0.157,-0.025]",1.000,,Leucine
