Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"21.957 [9.386,34.528]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,"19.834 [7.671,31.996]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,"14.860 [2.312,27.409]",1.000,,Apolipoprotein B
Clinical LDL-C,"14.759 [2.296,27.221]",1.000,,Clinical LDL Cholesterol
LDL-C,"12.874 [0.476,25.272]",1.000,,LDL Cholesterol
Total-FA,"-4.804 [-16.916,7.308]",1.000,,Total-Fatty Acids
SFA,"-5.970 [-17.977,6.036]",1.000,,Saturated Fatty Acids
MUFA,"-9.194 [-21.352,2.964]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-18.508 [-31.007,-6.008]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-30.748 [-43.149,-18.347]",0.271,,Phospholipids to Total-Lipids in Large HDL percentage
