Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"0.626 [0.042,1.211]",1.000,,Cholesteryl Esters in HDL
DHA%,"0.435 [-0.053,0.923]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-CE,"0.356 [-0.139,0.851]",1.000,,Total-Esterified Cholesterol
LDL-CE,"0.259 [-0.230,0.749]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"0.178 [-0.302,0.659]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,"-0.049 [-0.537,0.438]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,"-0.177 [-0.677,0.324]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Ala,"-0.212 [-0.710,0.285]",1.000,,Alanine
M-LDL-C%,"-0.360 [-0.850,0.130]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"-0.537 [-1.042,-0.032]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
