Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"0.078 [0.045,0.110]",0.727,,Glutamine
Clinical LDL-C,"0.039 [0.006,0.071]",1.000,,Clinical LDL Cholesterol
HDL-C,"0.034 [-0.005,0.073]",1.000,,HDL Cholesterol
M-LDL-FC%,"0.030 [-0.002,0.062]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,"0.026 [-0.007,0.060]",1.000,,Apolipoprotein B
Omega-6%,"-0.010 [-0.043,0.023]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,"-0.033 [-0.067,0.001]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-TG%,"-0.042 [-0.075,-0.009]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA%,"-0.056 [-0.089,-0.023]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"-0.069 [-0.103,-0.036]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
