Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"6.133 [-2.380,14.645]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"6.050 [-2.073,14.173]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"5.179 [-2.964,13.323]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"3.070 [-5.119,11.260]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,"2.897 [-4.854,10.649]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,"-0.314 [-8.650,8.021]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
DHA%,"-2.120 [-10.242,6.001]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"-3.873 [-12.280,4.534]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA%,"-6.220 [-14.714,2.275]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,"-21.986 [-31.288,-12.684]",0.831,,Creatinine
