Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,"0.000 [-0.001,0.001]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-C,"0.000 [-0.001,0.001]",1.000,,LDL Cholesterol
Non-HDL-C,"0.000 [-0.001,0.001]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"0.000 [-0.001,0.001]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Clinical LDL-C,"0.000 [-0.001,0.001]",1.000,,Clinical LDL Cholesterol
LDL-FC,"-0.000 [-0.001,0.001]",1.000,,Free Cholesterol in LDL
Creatinine,"-0.000 [-0.001,0.001]",1.000,,Creatinine
HDL-FC,"-0.001 [-0.002,0.001]",1.000,,Free Cholesterol in HDL
M-LDL-FC%,"-0.001 [-0.001,0.000]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"-0.001 [-0.002,0.000]",1.000,,Albumin
