Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"5.542 [0.560,10.523]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"2.186 [-2.981,7.354]",1.000,,Total-Cholesterol
Remnant-C,"1.316 [-3.838,6.469]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"0.788 [-4.325,5.901]",1.000,,Total-Cholesterol Minus HDL-C
VLDL-C,"0.024 [-5.167,5.215]",1.000,,VLDL Cholesterol
SFA%,"-0.528 [-5.284,4.229]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,"-0.593 [-5.989,4.803]",1.000,,Valine
Omega-6/Omega-3,"-1.724 [-6.862,3.414]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,"-1.957 [-7.078,3.165]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"-6.792 [-12.002,-1.583]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
