Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"0.076 [0.016,0.136]",1.000,,Cholesteryl Esters in HDL
Total-CE,"0.042 [-0.009,0.093]",1.000,,Total-Esterified Cholesterol
LDL-CE,"0.018 [-0.032,0.068]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"0.015 [-0.033,0.062]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,"0.010 [-0.041,0.061]",1.000,,VLDL Cholesterol
ApoB/ApoA1,"-0.023 [-0.074,0.027]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,"-0.031 [-0.083,0.021]",1.000,,Valine
Total-BCAA,"-0.041 [-0.093,0.011]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-0.052 [-0.103,-0.001]",1.000,,Leucine
M-LDL-PL%,"-0.065 [-0.116,-0.014]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
