Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"2.026 [0.549,3.502]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,"0.549 [-0.915,2.012]",1.000,,Histidine
HDL-CE,"0.455 [-1.317,2.227]",1.000,,Cholesteryl Esters in HDL
HDL-C,"0.336 [-1.441,2.114]",1.000,,HDL Cholesterol
ApoB/ApoA1,"0.083 [-1.444,1.609]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Total-C,"-0.388 [-1.919,1.142]",1.000,,Total-Cholesterol
Non-HDL-C,"-0.532 [-2.046,0.983]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"-0.587 [-2.113,0.939]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,"-1.684 [-3.201,-0.167]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-3.922 [-5.427,-2.417]",0.075,,Phospholipids to Total-Lipids in Large HDL percentage
