Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"6696.296 [-172.596,13565.188]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-CE,"4535.139 [-2432.801,11503.079]",1.000,,Total-Esterified Cholesterol
LDL-CE,"3999.195 [-2891.123,10889.514]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"1463.381 [-5304.347,8231.109]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"828.892 [-6189.581,7847.364]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-VLDL-C%,"-1664.570 [-8530.982,5201.842]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,"-2211.021 [-9114.013,4691.971]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-TG%,"-2387.847 [-9683.554,4907.860]",1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,"-2943.355 [-11777.832,5891.123]",1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,"-3093.560 [-10231.836,4044.715]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
