Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"1.481 [1.195,1.767]",8.660e-19,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"1.285 [1.008,1.562]",2.293e-14,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"1.251 [0.962,1.539]",4.465e-12,***,Degree of Unsaturation
DHA%,"1.100 [0.820,1.380]",3.324e-09,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,"0.993 [0.717,1.269]",3.980e-07,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,"0.891 [0.605,1.178]",2.526e-04,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,"0.877 [0.592,1.162]",3.767e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Creatinine,"0.868 [0.564,1.173]",0.005,**,Creatinine
S-LDL-FC%,"0.739 [0.469,1.008]",0.019,*,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-TG,"-0.747 [-1.027,-0.467]",0.038,*,Triglycerides in Chylomicrons and Extremely Large VLDL
Lactate,"-0.764 [-1.032,-0.495]",0.006,**,Lactate
SFA,"-0.769 [-1.039,-0.499]",0.006,**,Saturated Fatty Acids
XXL-VLDL-PL,"-0.782 [-1.063,-0.500]",0.012,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,"-0.786 [-1.067,-0.504]",0.010,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Pyruvate,"-0.789 [-1.024,-0.553]",1.145e-05,***,Pyruvate
XXL-VLDL-L,"-0.790 [-1.073,-0.507]",0.010,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"-0.812 [-1.095,-0.529]",0.004,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"-0.814 [-1.098,-0.530]",0.004,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA,"-1.011 [-1.283,-0.739]",7.944e-08,***,Monounsaturated Fatty Acids
MUFA%,"-1.458 [-1.745,-1.171]",6.525e-18,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,"-1.501 [-1.788,-1.213]",4.069e-19,***,Glycoprotein Acetyls
