Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.120 [0.079,0.162]",0.004,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.119 [0.078,0.159]",0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.112 [0.069,0.154]",0.052,,Degree of Unsaturation
Omega-6%,"0.103 [0.063,0.143]",0.114,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Acetate,"0.102 [0.061,0.142]",0.210,,Acetate
SFA,"-0.110 [-0.150,-0.070]",0.014,*,Saturated Fatty Acids
SFA%,"-0.112 [-0.151,-0.073]",0.005,**,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,"-0.117 [-0.159,-0.074]",0.015,*,Triglycerides in HDL
M-HDL-TG,"-0.119 [-0.162,-0.076]",0.012,*,Triglycerides in Medium HDL
Citrate,"-0.125 [-0.168,-0.082]",0.004,**,Citrate
Creatinine,"-0.179 [-0.224,-0.134]",1.441e-09,***,Creatinine
