Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"20.034 [-1.710,41.777]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,"6.977 [-15.545,29.499]",1.000,,Docosahexaenoic Acid
PUFA%,"5.520 [-16.403,27.443]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,"4.188 [-16.562,24.939]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"2.525 [-20.183,25.232]",1.000,,Degree of Unsaturation
Val,"-4.944 [-28.490,18.602]",1.000,,Valine
Total-BCAA,"-10.409 [-33.633,12.816]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"-10.578 [-32.810,11.654]",1.000,,Isoleucine
Leu,"-16.302 [-38.847,6.243]",1.000,,Leucine
M-LDL-TG%,"-17.155 [-39.500,5.190]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
