Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,"31.740 [8.685,54.796]",1.000,,Clinical LDL Cholesterol
ApoB/ApoA1,"31.153 [7.890,54.416]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"30.039 [6.823,53.255]",1.000,,Apolipoprotein B
LDL-C,"28.244 [5.306,51.181]",1.000,,LDL Cholesterol
M-LDL-FC%,"18.516 [-3.994,41.027]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,"-1.351 [-24.668,21.965]",1.000,,Docosahexaenoic Acid
M-LDL-PL%,"-2.746 [-25.846,20.353]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,"-5.039 [-27.536,17.458]",1.000,,Monounsaturated Fatty Acids
Omega-3,"-6.764 [-30.251,16.722]",1.000,,Omega-3 Fatty Acids
SFA%,"-20.503 [-41.981,0.976]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
