Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Leu,"0.864 [0.167,1.562]",1.000,,Leucine
Ile,"0.820 [0.135,1.506]",1.000,,Isoleucine
Total-BCAA,"0.811 [0.099,1.523]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-TG%,"0.732 [0.058,1.406]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ala,"0.147 [-0.535,0.829]",1.000,,Alanine
VLDL-C,"-0.257 [-0.949,0.434]",1.000,,VLDL Cholesterol
LDL-CE,"-0.430 [-1.104,0.244]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"-0.522 [-1.183,0.140]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"-0.598 [-1.277,0.081]",1.000,,Total-Cholesterol
HDL-CE,"-0.748 [-1.552,0.055]",1.000,,Cholesteryl Esters in HDL
