Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"19.691 [5.702,33.680]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"19.180 [4.667,33.694]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"15.979 [1.993,29.966]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,"14.644 [-0.018,29.305]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
VLDL-CE,"4.974 [-9.650,19.598]",1.000,,Cholesteryl Esters in VLDL
SFA%,"-1.499 [-14.852,11.854]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
LA,"-2.979 [-17.276,11.318]",1.000,,Linoleic Acid
Omega-6,"-6.258 [-20.592,8.075]",1.000,,Omega-6 Fatty Acids
M-LDL-TG%,"-14.936 [-29.314,-0.558]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,"-16.056 [-30.037,-2.075]",1.000,,Monounsaturated Fatty Acids
