Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-BCAA,"0.040 [0.009,0.072]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"0.039 [0.007,0.071]",1.000,,Valine
MUFA%,"0.036 [0.005,0.067]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,"0.009 [-0.021,0.039]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3%,"0.002 [-0.028,0.033]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
VLDL-C,"-0.002 [-0.033,0.029]",1.000,,VLDL Cholesterol
Remnant-C,"-0.015 [-0.046,0.015]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-0.018 [-0.048,0.013]",1.000,,Total-Cholesterol Minus HDL-C
M-LDL-FC%,"-0.022 [-0.051,0.008]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"-0.025 [-0.055,0.006]",1.000,,Total-Cholesterol
