Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC,"7.367 [4.367,10.368]",0.344,,Free Cholesterol in Very Large HDL
M-LDL-FC%,"3.854 [1.538,6.170]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"2.189 [-0.212,4.590]",1.000,,Total-Cholesterol
Remnant-C,"2.153 [-0.241,4.547]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"2.070 [-0.306,4.445]",1.000,,Total-Cholesterol Minus HDL-C
Omega-6/Omega-3,"-0.275 [-2.663,2.113]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-BCAA,"-0.603 [-3.078,1.871]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoA1,"-1.042 [-3.690,1.606]",1.000,,Apolipoprotein A1
M-LDL-TG%,"-2.531 [-4.911,-0.150]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"-3.751 [-6.173,-1.329]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
