Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,"0.004 [0.001,0.007]",1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-FC%,"0.003 [-0.000,0.005]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,"0.002 [-0.001,0.004]",1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.001 [-0.001,0.004]",1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG%,"0.000 [-0.003,0.003]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,"-0.001 [-0.004,0.002]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"-0.002 [-0.005,0.001]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"-0.002 [-0.005,0.001]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-L,"-0.007 [-0.010,-0.004]",0.515,,Total-Lipids in Small HDL
S-HDL-PL,"-0.007 [-0.010,-0.004]",0.399,,Phospholipids in Small HDL
