Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,"1.294 [-0.416,3.004]",1.000,,Clinical LDL Cholesterol
ApoB,"1.164 [-0.558,2.886]",1.000,,Apolipoprotein B
LDL-C,"1.046 [-0.655,2.747]",1.000,,LDL Cholesterol
M-LDL-FC%,"0.918 [-0.751,2.587]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,"0.489 [-1.520,2.499]",1.000,,HDL Cholesterol
M-LDL-PL%,"-0.569 [-2.282,1.144]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,"-0.709 [-2.455,1.037]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"-0.881 [-2.550,0.788]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"-0.898 [-2.626,0.829]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"-0.952 [-2.681,0.777]",1.000,,Docosahexaenoic Acid
