Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,"0.089 [-0.127,0.304]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,"0.075 [-0.157,0.308]",1.000,,Tyrosine
Total-BCAA,"0.025 [-0.201,0.251]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gln,"0.007 [-0.210,0.224]",1.000,,Glutamine
Leu,"0.004 [-0.218,0.226]",1.000,,Leucine
VLDL-CE,"-0.032 [-0.258,0.193]",1.000,,Cholesteryl Esters in VLDL
LDL-CE,"-0.082 [-0.301,0.137]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"-0.093 [-0.303,0.116]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,"-0.132 [-0.355,0.091]",1.000,,Total-Esterified Cholesterol
HDL-CE,"-0.234 [-0.493,0.025]",1.000,,Cholesteryl Esters in HDL
