Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.27 [1.18-1.37],1.672e-04,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.26 [1.16-1.36],0.002,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.24 [1.15-1.34],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.24 [1.15-1.34],0.003,**,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.23 [1.14-1.34],0.075,,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.84 [0.78-0.89],0.027,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.83 [0.77-0.89],0.045,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.82 [0.76-0.89],0.036,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.81 [0.76-0.88],0.010,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,0.81 [0.76-0.87],0.005,**,Phospholipids to Total-Lipids in Medium VLDL percentage
Total-PL,0.81 [0.75-0.87],0.011,*,Total-Phospholipids in Lipoprotein Particles
PUFA,0.81 [0.75-0.87],0.012,*,Polyunsaturated Fatty Acids
M-LDL-C%,0.81 [0.75-0.86],2.799e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-FC,0.81 [0.74-0.87],0.034,*,Free Cholesterol in Small VLDL
SM,0.80 [0.74-0.87],0.011,*,Sphingomyelins
M-VLDL-FC,0.80 [0.74-0.87],0.025,*,Free Cholesterol in Medium VLDL
S-VLDL-FC%,0.80 [0.75-0.87],0.002,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-L,0.80 [0.75-0.87],0.002,**,Total-Lipids in Lipoprotein Particles
VLDL-CE,0.80 [0.74-0.87],0.010,*,Cholesteryl Esters in VLDL
S-VLDL-PL%,0.80 [0.74-0.87],0.004,**,Phospholipids to Total-Lipids in Small VLDL percentage
Omega-6,0.80 [0.74-0.86],0.002,**,Omega-6 Fatty Acids
S-LDL-PL,0.80 [0.74-0.87],0.007,**,Phospholipids in Small LDL
XS-VLDL-C%,0.80 [0.74-0.86],1.834e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.80 [0.74-0.86],1.170e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.80 [0.74-0.85],3.570e-05,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-P,0.79 [0.73-0.86],0.004,**,Concentration of Small LDL Particles
L-LDL-P,0.79 [0.73-0.86],0.004,**,Concentration of Large LDL Particles
LA,0.79 [0.73-0.85],3.848e-04,***,Linoleic Acid
S-LDL-L,0.79 [0.73-0.86],0.001,**,Total-Lipids in Small LDL
S-LDL-C%,0.79 [0.73-0.85],1.336e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.79 [0.73-0.85],4.884e-04,***,Total-Lipids in Medium LDL
M-LDL-CE,0.79 [0.73-0.85],7.935e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.79 [0.73-0.85],9.554e-04,***,Phospholipids in Medium LDL
XS-VLDL-C,0.79 [0.73-0.85],0.001,**,Cholesterol in Very Small VLDL
IDL-CE%,0.79 [0.73-0.85],1.097e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LDL-P,0.79 [0.72-0.85],0.001,**,Concentration of LDL Particles
M-LDL-P,0.79 [0.72-0.85],0.001,**,Concentration of Medium LDL Particles
S-LDL-CE,0.79 [0.73-0.85],7.818e-04,***,Cholesteryl Esters in Small LDL
M-LDL-C,0.78 [0.72-0.85],1.510e-04,***,Cholesterol in Medium LDL
ApoB,0.78 [0.72-0.85],1.369e-04,***,Apolipoprotein B
S-LDL-FC,0.78 [0.72-0.85],1.740e-04,***,Free Cholesterol in Small LDL
M-VLDL-C,0.78 [0.72-0.85],2.618e-04,***,Cholesterol in Medium VLDL
S-LDL-C,0.78 [0.72-0.84],1.739e-04,***,Cholesterol in Small LDL
LDL-CE,0.78 [0.72-0.84],3.471e-05,***,Cholesteryl Esters in LDL
LDL-L,0.78 [0.72-0.84],1.959e-05,***,Total-Lipids in LDL
XS-VLDL-CE,0.78 [0.72-0.84],2.100e-04,***,Cholesteryl Esters in Very Small VLDL
L-LDL-CE,0.78 [0.72-0.84],2.759e-05,***,Cholesteryl Esters in Large LDL
LDL-C,0.77 [0.72-0.84],8.763e-06,***,LDL Cholesterol
L-LDL-L,0.77 [0.72-0.83],8.403e-06,***,Total-Lipids in Large LDL
M-VLDL-CE,0.77 [0.71-0.84],6.262e-05,***,Cholesteryl Esters in Medium VLDL
Total-FC,0.77 [0.72-0.83],7.467e-06,***,Total-Free Cholesterol
M-LDL-FC,0.77 [0.71-0.84],3.130e-05,***,Free Cholesterol in Medium LDL
