Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.11 [0.95-1.30],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-BCAA,1.07 [0.92-1.26],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.07 [0.92-1.26],1.000,,Leucine
Ile,1.03 [0.88-1.20],1.000,,Isoleucine
Gln,1.00 [0.86-1.17],1.000,,Glutamine
Omega-6,1.00 [0.85-1.18],1.000,,Omega-6 Fatty Acids
Albumin,0.99 [0.85-1.16],1.000,,Albumin
Creatinine,0.97 [0.80-1.18],1.000,,Creatinine
Unsaturation,0.86 [0.72-1.02],1.000,,Degree of Unsaturation
M-LDL-FC%,0.83 [0.71-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
