Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE%,1.20 [0.96-1.49],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.13 [0.92-1.38],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,1.12 [0.91-1.39],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
Ala,1.12 [0.92-1.37],1.000,,Alanine
M-LDL-FC%,1.05 [0.85-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.83 [0.69-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-C,0.74 [0.62-0.90],1.000,,Total-Cholesterol
Non-HDL-C,0.74 [0.61-0.89],1.000,,Total-Cholesterol Minus HDL-C
VLDL-C,0.73 [0.60-0.89],1.000,,VLDL Cholesterol
Remnant-C,0.73 [0.60-0.88],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
