Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.29 [1.07-1.56],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,1.06 [0.86-1.29],1.000,,HDL Cholesterol
HDL-CE,1.04 [0.85-1.27],1.000,,Cholesteryl Esters in HDL
VLDL-C,1.02 [0.84-1.23],1.000,,VLDL Cholesterol
VLDL-CE,1.01 [0.84-1.23],1.000,,Cholesteryl Esters in VLDL
Total-FA,1.00 [0.82-1.21],1.000,,Total-Fatty Acids
SFA,0.99 [0.81-1.21],1.000,,Saturated Fatty Acids
PUFA,0.95 [0.78-1.15],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,0.92 [0.76-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.67 [0.54-0.84],1.000,,Omega-3 Fatty Acids
