Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.24 [1.17-1.32],2.829e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.21 [1.14-1.28],5.102e-05,***,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.20 [1.13-1.27],0.002,**,Glycoprotein Acetyls
L-LDL-TG%,1.19 [1.13-1.27],6.474e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.19 [1.12-1.26],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.19 [1.12-1.26],0.005,**,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.18 [1.11-1.25],0.012,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.17 [1.10-1.24],0.046,*,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-FC%,0.86 [0.81-0.91],0.033,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-C%,0.86 [0.81-0.91],0.043,*,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC%,0.85 [0.80-0.90],0.019,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA%,0.85 [0.80-0.90],0.011,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,0.85 [0.80-0.90],0.001,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.85 [0.80-0.90],0.001,**,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.84 [0.79-0.90],0.006,**,Degree of Unsaturation
L-LDL-C%,0.84 [0.80-0.89],7.912e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.84 [0.80-0.89],2.033e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.84 [0.79-0.88],3.795e-05,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.83 [0.78-0.88],5.301e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
PUFA/MUFA,0.82 [0.77-0.87],2.697e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
