Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE%,1.09 [1.00-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,1.08 [1.01-1.14],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-FC%,1.07 [1.01-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,1.06 [0.98-1.15],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,1.02 [0.96-1.08],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-TG%,0.95 [0.90-1.01],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,0.91 [0.85-0.96],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Ile,0.87 [0.82-0.92],0.466,,Isoleucine
DHA,0.84 [0.79-0.90],0.225,,Docosahexaenoic Acid
Omega-3,0.84 [0.79-0.90],0.025,*,Omega-3 Fatty Acids
